True_User,Target_Folder,Predicted_User,Status,Time,Face_Detected,Tolerance,Image_Size,JPEG_Quality,Num_References,Num_Test_Images,Test_Image_Path
Andy Samberg,Andy Samberg,,No Face Detected in Test,0.019340991973876953,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_49.jpg
Andy Samberg,Andy Samberg,,No Match,0.04104495048522949,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_57.jpg
Andy Samberg,Andy Samberg,,No Match,0.049823760986328125,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_44.jpg
Andy Samberg,Andy Samberg,,No Match,0.059648990631103516,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_55.jpg
Andy Samberg,Andy Samberg,,No Face Detected in Test,0.0242767333984375,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_40.jpg
Andy Samberg,Andy Samberg,,No Face Detected in Test,0.024583101272583008,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_9.jpg
Andy Samberg,Andy Samberg,,No Match,0.04604840278625488,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_41.jpg
Andy Samberg,Andy Samberg,,No Face Detected in Test,0.02447056770324707,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_19.jpg
Andy Samberg,Andy Samberg,,No Match,0.04548192024230957,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_64.jpg
Andy Samberg,Andy Samberg,,No Match,0.045243263244628906,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_11.jpg
Andy Samberg,Andy Samberg,,No Match,0.379962682723999,True,0.4,240x160,70,1,10,
Andy Samberg,Anushka Sharma,,No Face Detected in Test,0.014531612396240234,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_20.jpg
Andy Samberg,Anushka Sharma,,No Match,0.03374528884887695,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_58.jpg
Andy Samberg,Anushka Sharma,,No Match,0.046900033950805664,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_48.jpg
Andy Samberg,Anushka Sharma,,No Match,0.04457831382751465,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_40.jpg
Andy Samberg,Anushka Sharma,,No Face Detected in Test,0.02416396141052246,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_36.jpg
Andy Samberg,Anushka Sharma,,No Face Detected in Test,0.02407550811767578,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_63.jpg
Andy Samberg,Anushka Sharma,,No Face Detected in Test,0.016141891479492188,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_44.jpg
Andy Samberg,Anushka Sharma,,No Face Detected in Test,0.015041828155517578,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_31.jpg
Andy Samberg,Anushka Sharma,,No Match,0.0339207649230957,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_41.jpg
Andy Samberg,Anushka Sharma,,No Face Detected in Test,0.024509429931640625,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_33.jpg
Andy Samberg,Anushka Sharma,,No Match,0.27760863304138184,True,0.4,240x160,70,1,10,
Andy Samberg,Billie Eilish,,No Face Detected in Test,0.014130115509033203,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_66.jpg
Andy Samberg,Billie Eilish,,No Match,0.03521871566772461,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_12.jpg
Andy Samberg,Billie Eilish,,No Face Detected in Test,0.015653133392333984,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_96.jpg
Andy Samberg,Billie Eilish,,No Match,0.03788876533508301,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_73.jpg
Andy Samberg,Billie Eilish,,No Face Detected in Test,0.025526046752929688,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_20.jpg
Andy Samberg,Billie Eilish,,No Match,0.04847908020019531,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_43.jpg
Andy Samberg,Billie Eilish,,No Match,0.05069780349731445,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_55.jpg
Andy Samberg,Billie Eilish,,No Face Detected in Test,0.02046990394592285,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_80.jpg
Andy Samberg,Billie Eilish,,No Face Detected in Test,0.015997886657714844,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_70.jpg
Andy Samberg,Billie Eilish,,No Face Detected in Test,0.015059471130371094,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_40.jpg
Andy Samberg,Billie Eilish,,No Match,0.27912092208862305,True,0.4,240x160,70,1,10,
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.019821643829345703,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_3.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.01542806625366211,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_19.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.021114110946655273,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_84.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.01587200164794922,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_33.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.0218505859375,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_83.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.016077756881713867,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_36.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.017834186553955078,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_50.jpg
Andy Samberg,Camila Cabello,,No Match,0.05990099906921387,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_1.jpg
Andy Samberg,Camila Cabello,,No Match,0.08326554298400879,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_40.jpg
Andy Samberg,Camila Cabello,,No Face Detected in Test,0.024591445922851562,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_42.jpg
Andy Samberg,Camila Cabello,,No Match,0.29575634002685547,True,0.4,240x160,70,1,10,
Andy Samberg,Courtney Cox,Courtney Cox,Incorrect Match,0.03513526916503906,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_52.jpg
Andy Samberg,Dwayne Johnson,Dwayne Johnson,Incorrect Match,0.03488874435424805,True,0.4,240x160,70,1,10,../dataset/Dwayne Johnson/Dwayne Johnson_13.jpg
Andy Samberg,Ellen Degeneres,,No Match,0.05239677429199219,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_47.jpg
Andy Samberg,Ellen Degeneres,,No Match,0.06598877906799316,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_9.jpg
Andy Samberg,Ellen Degeneres,,No Match,0.04664325714111328,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_1.jpg
Andy Samberg,Ellen Degeneres,,No Match,0.07890033721923828,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_45.jpg
Andy Samberg,Ellen Degeneres,Ellen Degeneres,Incorrect Match,0.07154369354248047,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_64.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.07570433616638184,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_10.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.07845044136047363,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_58.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.06032252311706543,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_9.jpg
Andy Samberg,Hrithik Roshan,,No Face Detected in Test,0.03269529342651367,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_89.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.055011749267578125,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_17.jpg
Andy Samberg,Hrithik Roshan,,No Face Detected in Test,0.02458786964416504,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_23.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.053275346755981445,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_12.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.04862618446350098,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_2.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.0719759464263916,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_55.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.0624082088470459,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_68.jpg
Andy Samberg,Hrithik Roshan,,No Match,0.5630578994750977,True,0.4,240x160,70,1,10,
Andy Samberg,Roger Federer,,No Match,0.036147356033325195,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_46.jpg
Andy Samberg,Roger Federer,,No Match,0.051407575607299805,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_25.jpg
Andy Samberg,Roger Federer,,No Match,0.04853653907775879,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_64.jpg
Andy Samberg,Roger Federer,,No Match,0.04827451705932617,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_45.jpg
Andy Samberg,Roger Federer,,No Match,0.047948360443115234,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_40.jpg
Andy Samberg,Roger Federer,Roger Federer,Incorrect Match,0.057159423828125,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_68.jpg
Andy Samberg,Tom Cruise,,No Match,0.03356003761291504,True,0.4,240x160,70,1,10,../dataset/Tom Cruise/Tom Cruise_47.jpg
Andy Samberg,Tom Cruise,,No Face Detected in Test,0.022835493087768555,True,0.4,240x160,70,1,10,../dataset/Tom Cruise/Tom Cruise_54.jpg
Andy Samberg,Tom Cruise,Tom Cruise,Incorrect Match,0.04587221145629883,True,0.4,240x160,70,1,10,../dataset/Tom Cruise/Tom Cruise_25.jpg
Anushka Sharma,Andy Samberg,,No Face Detected in Test,0.015102148056030273,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_3.jpg
Anushka Sharma,Andy Samberg,,No Match,0.03308534622192383,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_32.jpg
Anushka Sharma,Andy Samberg,,No Face Detected in Test,0.023717880249023438,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_31.jpg
Anushka Sharma,Andy Samberg,,No Match,0.04854559898376465,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_34.jpg
Anushka Sharma,Andy Samberg,,No Face Detected in Test,0.024771451950073242,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_36.jpg
Anushka Sharma,Andy Samberg,,No Match,0.03295135498046875,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_37.jpg
Anushka Sharma,Andy Samberg,,No Face Detected in Test,0.02428913116455078,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_91.jpg
Anushka Sharma,Andy Samberg,,No Match,0.049577951431274414,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_46.jpg
Anushka Sharma,Andy Samberg,,No Face Detected in Test,0.025366544723510742,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_13.jpg
Anushka Sharma,Andy Samberg,,No Face Detected in Test,0.025292158126831055,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_87.jpg
Anushka Sharma,Andy Samberg,,No Match,0.30269956588745117,True,0.4,240x160,70,1,10,
Anushka Sharma,Anushka Sharma,,No Face Detected in Test,0.014150619506835938,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_22.jpg
Anushka Sharma,Anushka Sharma,,No Face Detected in Test,0.014007329940795898,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_39.jpg
Anushka Sharma,Anushka Sharma,,No Match,0.033930301666259766,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_12.jpg
Anushka Sharma,Anushka Sharma,,No Face Detected in Test,0.023546457290649414,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_43.jpg
Anushka Sharma,Anushka Sharma,,No Match,0.0504152774810791,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_3.jpg
Anushka Sharma,Anushka Sharma,,No Face Detected in Test,0.02478790283203125,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_60.jpg
Anushka Sharma,Anushka Sharma,,No Face Detected in Test,0.024625062942504883,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_44.jpg
Anushka Sharma,Anushka Sharma,,No Match,0.1708221435546875,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_35.jpg
Anushka Sharma,Anushka Sharma,,No Match,0.15828561782836914,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_28.jpg
Anushka Sharma,Anushka Sharma,,No Match,0.0541079044342041,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_2.jpg
Anushka Sharma,Anushka Sharma,,No Match,0.568678617477417,True,0.4,240x160,70,1,10,
Anushka Sharma,Billie Eilish,,No Match,0.03429865837097168,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_69.jpg
Anushka Sharma,Billie Eilish,,No Face Detected in Test,0.024484634399414062,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_11.jpg
Anushka Sharma,Billie Eilish,,No Match,0.0492861270904541,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_86.jpg
Anushka Sharma,Billie Eilish,,No Match,0.050573110580444336,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_53.jpg
Anushka Sharma,Billie Eilish,,No Match,0.04774737358093262,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_19.jpg
Anushka Sharma,Billie Eilish,,No Face Detected in Test,0.02571892738342285,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_91.jpg
Anushka Sharma,Billie Eilish,,No Match,0.04794025421142578,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_43.jpg
Anushka Sharma,Billie Eilish,,No Match,0.04992270469665527,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_26.jpg
Anushka Sharma,Billie Eilish,,No Face Detected in Test,0.027581453323364258,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_10.jpg
Anushka Sharma,Billie Eilish,,No Face Detected in Test,0.028958797454833984,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_74.jpg
Anushka Sharma,Billie Eilish,,No Match,0.38651204109191895,True,0.4,240x160,70,1,10,
Anushka Sharma,Camila Cabello,,No Face Detected in Test,0.014660358428955078,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_57.jpg
Anushka Sharma,Camila Cabello,,No Match,0.033205270767211914,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_71.jpg
Anushka Sharma,Camila Cabello,,No Face Detected in Test,0.024184465408325195,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_6.jpg
Anushka Sharma,Camila Cabello,,No Face Detected in Test,0.015628337860107422,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_9.jpg
Anushka Sharma,Camila Cabello,,No Match,0.037282705307006836,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_51.jpg
Anushka Sharma,Camila Cabello,,No Face Detected in Test,0.024186134338378906,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_81.jpg
Anushka Sharma,Camila Cabello,,No Face Detected in Test,0.02436542510986328,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_33.jpg
Anushka Sharma,Camila Cabello,,No Match,0.03674149513244629,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_70.jpg
Anushka Sharma,Camila Cabello,,No Match,0.060948848724365234,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_46.jpg
Anushka Sharma,Camila Cabello,,No Match,0.04661417007446289,True,0.4,240x160,70,1,10,../dataset/Camila Cabello/Camila Cabello_41.jpg
Anushka Sharma,Camila Cabello,,No Match,0.31781721115112305,True,0.4,240x160,70,1,10,
Anushka Sharma,Courtney Cox,,No Face Detected in Test,0.016364336013793945,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_20.jpg
Anushka Sharma,Courtney Cox,,No Face Detected in Test,0.014560699462890625,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_79.jpg
Anushka Sharma,Courtney Cox,,No Match,0.03404068946838379,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_75.jpg
Anushka Sharma,Courtney Cox,,No Match,0.04655790328979492,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_28.jpg
Anushka Sharma,Courtney Cox,,No Match,0.05090069770812988,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_19.jpg
Anushka Sharma,Courtney Cox,,No Face Detected in Test,0.02619624137878418,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_68.jpg
Anushka Sharma,Courtney Cox,,No Face Detected in Test,0.020647764205932617,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_7.jpg
Anushka Sharma,Courtney Cox,,No Match,0.03388166427612305,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_16.jpg
Anushka Sharma,Courtney Cox,,No Face Detected in Test,0.024737119674682617,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_46.jpg
Anushka Sharma,Courtney Cox,,No Face Detected in Test,0.026149988174438477,True,0.4,240x160,70,1,10,../dataset/Courtney Cox/Courtney Cox_43.jpg
Anushka Sharma,Courtney Cox,,No Match,0.2940371036529541,True,0.4,240x160,70,1,10,
Anushka Sharma,Dwayne Johnson,,No Match,0.03362321853637695,True,0.4,240x160,70,1,10,../dataset/Dwayne Johnson/Dwayne Johnson_40.jpg
Anushka Sharma,Dwayne Johnson,,No Match,0.03876543045043945,True,0.4,240x160,70,1,10,../dataset/Dwayne Johnson/Dwayne Johnson_39.jpg
Anushka Sharma,Dwayne Johnson,,No Match,0.0468754768371582,True,0.4,240x160,70,1,10,../dataset/Dwayne Johnson/Dwayne Johnson_14.jpg
Anushka Sharma,Dwayne Johnson,,No Match,0.05476045608520508,True,0.4,240x160,70,1,10,../dataset/Dwayne Johnson/Dwayne Johnson_27.jpg
Anushka Sharma,Dwayne Johnson,Dwayne Johnson,Incorrect Match,0.04837775230407715,True,0.4,240x160,70,1,10,../dataset/Dwayne Johnson/Dwayne Johnson_9.jpg
Anushka Sharma,Ellen Degeneres,,No Match,0.03339695930480957,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_63.jpg
Anushka Sharma,Ellen Degeneres,,No Face Detected in Test,0.025303125381469727,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_33.jpg
Anushka Sharma,Ellen Degeneres,,No Face Detected in Test,0.015633106231689453,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_70.jpg
Anushka Sharma,Ellen Degeneres,,No Match,0.03642702102661133,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_67.jpg
Anushka Sharma,Ellen Degeneres,Ellen Degeneres,Incorrect Match,0.046782732009887695,True,0.4,240x160,70,1,10,../dataset/Ellen Degeneres/Ellen Degeneres_46.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.0334322452545166,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_49.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.046125173568725586,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_52.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.050267696380615234,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_100.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.0488739013671875,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_68.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.05046582221984863,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_4.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.07336235046386719,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_33.jpg
Anushka Sharma,Hrithik Roshan,,No Face Detected in Test,0.026387929916381836,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_38.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.0509190559387207,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_6.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.0489656925201416,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_62.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.05275225639343262,True,0.4,240x160,70,1,10,../dataset/Hrithik Roshan/Hrithik Roshan_82.jpg
Anushka Sharma,Hrithik Roshan,,No Match,0.4815521240234375,True,0.4,240x160,70,1,10,
Anushka Sharma,Roger Federer,,No Match,0.03468465805053711,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_13.jpg
Anushka Sharma,Roger Federer,,No Face Detected in Test,0.024805545806884766,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_21.jpg
Anushka Sharma,Roger Federer,,No Face Detected in Test,0.02570796012878418,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_59.jpg
Anushka Sharma,Roger Federer,,No Match,0.034828901290893555,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_70.jpg
